chunk_id,chunk_type,primary_text,category,price,flower_type,collection_id,url,max_tokens,original_url,url_fixed,is_manually_fixed,is_verified,url_functional,might_need_n_suffix,product_exists
product_0033,product,"Bouquet ""Charm"" - Charming small bouquet with peonies and sweet matiola",Peonies,565.0,Peony / matiola,Peonies,https://xoflowers.md/bouquet-charm/,200,https://xoflowers.md/peonies/,True,True,True,True,True,True
product_0034,product,Basket with Peonies Coral Charm - Coral Charm peonies arranged in elegant basket - available in multiple sizes,Peonies,1450.0,Peonies,Peonies,https://xoflowers.md/basket-with-peonies,200,https://xoflowers.md/peonies/,True,False,,True,False,False
product_0035,product,"Basket with Flowers ""Glints of Summer"" - Summer-inspired basket with peony, carnation, rose and mallucella",Peonies,1700.0,Peony / Carnation / Rose / mallucella,Peonies,https://xoflowers.md/basket-with-flowers-glimpses-of-summer/,200,https://xoflowers.md/peonies/,True,False,True,True,False,True
product_0036,product,"Bouquet ""Poetry"" - Poetic arrangement of hydrangeas, peonies and eucalyptus",Peonies,1450.0,Hydrangea / Peony / eucalyptus,Peonies,https://xoflowers.md/bouquet-poetry/,200,https://xoflowers.md/peonies/,True,False,True,True,True,True
product_0037,product,"Bouquet ""A Gentle Angel"" - Angelic white and soft pink peony arrangement",Peonies,2100.0,Peonies,Peonies,https://xoflowers.md/bouquet-a-gentle-angel/,200,https://xoflowers.md/peonies/,True,False,True,True,True,True
product_0038,product,"Bouquet ""Meet the Dream"" - Dreamy bouquet featuring Coral Charm peonies",Peonies,1250.0,Peonies coral charm,Peonies,https://xoflowers.md/,200,https://xoflowers.md/peonies/,True,False,,True,False,False
product_0039,product,"Basket of Flowers ""Excitement of the Heart"" - Exciting mix of peony, hydrangea, herminia, matthiola, eucalyptus, rose and pampas grass",Peonies,1700.0,Peony / Hydrangea / herminia / matthiola / eucalyptus / Rose / pampas grass,Peonies,https://xoflowers.md/basket-of-flowers-excitement-of-the-heart,200,https://xoflowers.md/peonies/,True,False,,True,False,False
product_0040,product,"Box with Beautiful Flowers - Elegant box arrangement with hydrangea, peony and orchid Vanda",Peonies,2500.0,Hydrangea / Peony / Orchid vanda,Peonies,https://xoflowers.md/box-with-beautiful-flowers/,200,https://xoflowers.md/box-with-beautiful-flowers/,True,True,True,True,False,True
product_0041,product,Basket with Peonis - Short-stemmed peonies nestled comfortably in a round basket. Calm and peaceful composition that creates a summer mood and fills the day with warmth and light. Perfect gift for visits and special occasions.,Peonies,3100.0,Peony,Peonies,https://xoflowers.md/basket-with-peonis,200,https://xoflowers.md/peonies/,True,False,,True,False,False
product_0042,product,"Bouquet ""I Love You"" - Composition made from one variety of peonies. Peonies symbolize wealth, honor, and love in the language of flowers. Lush, delicate, fragrant bouquet rightfully considered one of the best gifts for girls and women.",Peonies,6200.0,Peony,Peonies,https://xoflowers.md/bouquet-i-love-you/n/,200,https://xoflowers.md/peonies/,True,False,,True,True,False
product_0043,product,"Bright Flower Bouquet ""Coral Charm"" - Bright, life-affirming flower trio Coral Charm. Vibrant combination of Coral Charm peonies with viburnum and eucalyptus for a fresh and elegant arrangement.",Peonies,1700.0,Peonies / viburnum / eucalyptus,Peonies,https://xoflowers.md/bright-flower-bouquet-coral-charm/,200,https://xoflowers.md/peonies/,True,False,True,True,False,True
product_0044,product,Box with French Roses - Elegant French roses with eucalyptus in premium presentation box,French Roses,2250.0,Roses mandala / eucalypt,French roses,https://xoflowers.md/box-with-open-roses/,200,https://xoflowers.md/box-with-french-roses/,True,True,True,True,False,True
product_0045,product,"Basket with Roses ""Poma Rosa"" - Luxurious basket arrangement with premium roses",French Roses,8700.0,Rose,French roses,https://xoflowers.md/basket-with-roses-poma-rosa/,200,https://xoflowers.md/basket-poma-rosa/,True,True,True,True,False,True
product_0046,product,"Basket with Flowers ""Emma"" - Beautiful basket with roses and viburnum accents",French Roses,3700.0,Rose / viburnum,French roses,https://xoflowers.md/basket-with-flowers-emma/,200,https://xoflowers.md/basket-emma/,True,True,True,True,False,True
product_0047,product,"Bouquet ""Silk Evening"" - Elegant evening bouquet with roses, tulips, chrysanthemum, allium and ruskus",French Roses,1250.0,Rose / Tulip / chrizantema / allium / ruskus,French roses,https://xoflowers.md/bouquet-silk-evening/,200,https://xoflowers.md/bouquet-silk-evening/,True,True,True,True,False,True
product_0048,product,"Bouquet ""French Kiss"" - Classic French rose bouquet available in multiple sizes (15, 21, 31, 51 roses)",French Roses,1450.0,Rose,French roses,https://xoflowers.md/bouquet-french-kiss/,200,https://xoflowers.md/bouquet-french-kiss/,True,True,True,True,False,True
product_0049,product,"Basket with Flowers ""The Magnificence of Roses"" - Magnificent basket showcasing the beauty of roses with eucalyptus",French Roses,4600.0,Rose / eucalyptus,French roses,https://xoflowers.md/basket-with-flowers-the-magnificence-of-roses/,200,https://xoflowers.md/basket-magnificence-of-roses/,True,True,True,True,False,True
product_0050,product,"Box with Flowers ""A Gentle Drop"" - Delicate box arrangement with roses and eucalyptus",French Roses,1550.0,Rose / eucalyptus,French roses,https://xoflowers.md/box-with-flowers-a-gentle-drop/,200,https://xoflowers.md/box-gentle-drop/,True,True,True,True,False,True
product_0051,product,"Bouquet ""The Romance of the Morning"" - Romantic morning bouquet with roses and eucalyptus",French Roses,650.0,Rose / eucalyptus,French roses,https://xoflowers.md/bouquet-the-romance-of-the-morning/n/,200,https://xoflowers.md/bouquet-romance-morning/,True,True,,True,True,True
product_0052,product,"Bouquet ""A Creamy Dream"" - Dreamy creamy-colored roses with eucalyptus accents",French Roses,650.0,Rose / eucalyptus,French roses,https://xoflowers.md/bouquet-a-creamy-dream/n/,200,https://xoflowers.md/bouquet-creamy-dream/,True,True,,True,True,True
product_0053,product,"Flowers in Basket ""I Miss You"" - Touching basket arrangement expressing longing with roses and eucalyptus",French Roses,3300.0,Rose / eucalyptus,French roses,https://xoflowers.md/flowers-in-basket-i-miss-you/,200,https://xoflowers.md/basket-i-miss-you/,True,True,,True,False,True
product_0054,product,"Bouquet ""The Warmth of October"" - Autumn-inspired bouquet with roses, spray roses and chrysanthemum",French Roses,1200.0,Rose / Rose spray / chrizantema,French roses,https://xoflowers.md/bouquet-the-warmth-of-october/n/,200,https://xoflowers.md/bouquet-warmth-october/,True,False,,True,True,True
product_0055,product,"Basket with Flowers ""Soft Shades of Love"" - Romantic basket with roses, dianthus, wax flower, delphinium and chrysanthemum",French Roses,3950.0,Roses / dianthus / wax flower / delphinium / chrizantema,French roses,https://xoflowers.md/basket-with-flowers-soft-shades-of-love,200,https://xoflowers.md/basket-soft-shades-love/,True,False,,True,False,True
product_0056,product,"Box with Flowers ""Delicate Blush"" - Delicate pink-toned rose box arrangement",French Roses,1000.0,Rose,French roses,https://xoflowers.md/box-with-flowers-delicate-blush,200,https://xoflowers.md/box-delicate-blush/,True,False,,True,False,True
product_0057,product,"Box with Flowers ""Warmth and Tenderness"" - Tender box arrangement with roses, wax, lisianthus, chrysanthemum and dianthus - available in S, M, L sizes",French Roses,1800.0,Rose / wax / lisianthus / chrizantema / dianthus,French roses,https://xoflowers.md/box-with-flowers-warmth-and-tenderness,200,https://xoflowers.md/box-warmth-tenderness/,True,False,,True,False,True
product_0058,product,"Basket with Flowers ""Her Kiss"" - Romantic basket expressing affection with roses and eucalyptus",French Roses,2400.0,Rose / eucalypt,French roses,https://xoflowers.md/basket-with-flowers-her-kiss,200,https://xoflowers.md/basket-her-kiss/,True,False,,True,False,True
product_0059,product,"Bouquet ""Montreal Mix"" - Premium mixed rose bouquet inspired by Montreal elegance",French Roses,3600.0,Rose,French roses,https://xoflowers.md/bouquet-montreal-mix/n/,200,https://xoflowers.md/bouquet-montreal-mix/,True,False,,False,True,True
product_0060,product,"Box with Roses ""Little Miss"" - Charming small box arrangement perfect for young ladies",French Roses,1400.0,Rose,French roses,https://xoflowers.md/box-with-roses-little-miss,200,https://xoflowers.md/box-little-miss/,True,False,,True,False,True
product_0061,product,"Basket with Roses ""Azalia"" - Elegant basket arrangement named after the beautiful Azalia",French Roses,2200.0,Roses,French roses,https://xoflowers.md/basket-with-roses-azalia,200,https://xoflowers.md/basket-azalia/,True,False,,True,False,True
product_0062,product,"Basket with Flowers ""Sun Kiss"" - Sunny arrangement with viburnum, roses, gerbera, eustoma and matiola",French Roses,2700.0,Viburnum / Rose / Gerbera / Eustoma / matiola,French roses,https://xoflowers.md/basket-with-flowers-sun-kiss,200,https://xoflowers.md/basket-sun-kiss/,True,False,,True,False,True
product_0063,product,"Box with Flowers ""In the Embrace of Spring"" - Spring-inspired box with roses, hydrangea, genista and dianthus - available in S and L sizes",French Roses,1900.0,Rose / Hydrangea / genista / dianthus,French roses,https://xoflowers.md/box-with-flowers-in-the-embrace-of-spring,200,https://xoflowers.md/box-embrace-spring/,True,False,,True,False,True
product_0064,product,"Basket with Roses ""Love Valley"" - Romantic basket arrangement available in 25, 31, 51 roses",French Roses,2650.0,Roses,French roses,https://xoflowers.md/basket-with-roses-love-valley,200,https://xoflowers.md/basket-love-valley/,True,False,,True,False,True
product_0065,product,"A Basket of Roses ""Scarlet Sunset"" - Dramatic red rose arrangement available in 21, 35, 51 roses",French Roses,2400.0,Roses,French roses,https://xoflowers.md/basket-with-flowers-scarlet-sunset/,200,https://xoflowers.md/basket-scarlet-sunset/,True,False,,True,False,True
product_0066,product,"Bouquet ""Passion"" - Passionate bouquet with Rose Nina, Rose Pink Expression, carnation and Rose Julliet - available in S, M, L sizes",French Roses,1350.0,Rose nina / Rose pink expression / Carnation / Rose julliet,French roses,https://xoflowers.md/bouquet-passion/n/,200,https://xoflowers.md/bouquet-passion/,True,False,,True,True,True
product_0067,product,"Bouquet ""Roses Mandala"" - Special bouquet featuring the exquisite Roses Mandala variety",French Roses,950.0,Roses mandala,French roses,https://xoflowers.md/bouquet-roses-mandala/n/,200,https://xoflowers.md/bouquet-roses-mandala/,True,False,,True,True,True
product_0068,product,"Bouquet ""A Fiery Sunset"" - Vibrant sunset-inspired bouquet with roses, gerbera, lagurus and stabilized leaves",French Roses,1100.0,Rose / Gerbera / lagurus / stabilized leaves,French roses,https://xoflowers.md/bouquet-fiery-sunset/n/,200,https://xoflowers.md/bouquet-fiery-sunset/,True,False,,False,True,True
product_0069,product,"Basket with Roses - Classic rose basket arrangement available in S, M, L sizes",French Roses,1900.0,Rose,French roses,https://xoflowers.md/basket-with-roses-love-valley,200,https://xoflowers.md/basket-with-roses/,True,False,,True,False,True
product_0070,product,"Bouquet ""Dawn"" - Fresh morning bouquet with roses and gerbera",French Roses,1500.0,Roses / Gerbera,French roses,https://xoflowers.md/bouquet-dawn/n/,200,https://xoflowers.md/bouquet-dawn/,True,False,,False,True,True
product_0071,product,"Basket with Flowers ""A Touch of Fall"" - Autumn-themed basket with roses, gerbera, ruskus and chrysanthemum",French Roses,2200.0,Roses / Gerbera / ruskus / chryzantema,French roses,https://xoflowers.md/basket-with-flowers-touch-fall/,200,https://xoflowers.md/basket-touch-fall/,True,False,,True,False,True
product_0072,product,"Bouquet ""Gentle Autumn"" - Soft autumn bouquet with roses - available in S and M sizes",French Roses,1350.0,Roses,French roses,https://xoflowers.md/bouquet-gentle-autumn/n/,200,https://xoflowers.md/bouquet-gentle-autumn/,True,False,,False,True,True
product_0073,product,"Basket with Flowers ""Hugging the Fall"" - Cozy autumn basket with roses, chrysanthemum, eustoma and berries",French Roses,2250.0,Rose / Chrysanthemum / Eustoma / berries,French roses,https://xoflowers.md/basket-with-flowers-hugging-fall/,200,https://xoflowers.md/basket-hugging-fall/,True,False,,True,False,True
product_0074,product,"Box with Flowers ""A Delicate Gloss"" - Sophisticated box with roses, hydrangea, delphinium, chrysanthemum, eustoma and eucalyptus",French Roses,2600.0,Rose / Hydrangea / delphinium / Chrysanthemum / Eustoma / eucalyptus,French roses,https://xoflowers.md/box-with-flowers-delicate-gloss/,200,https://xoflowers.md/box-delicate-gloss/,True,False,,True,False,True
product_0075,product,"Basket with Flowers ""A Delicate Fleur"" - Delicate French-inspired basket featuring Roses Mandala",French Roses,2700.0,Roses mandala,French roses,https://xoflowers.md/basket-with-flowers-delicate-fleur/,200,https://xoflowers.md/basket-delicate-fleur/,True,False,,True,False,True
product_0076,product,"Composition in a Basket ""Princess of Heart"" - Royal arrangement with Roses Mondial and eucalyptus - available in S, M, L sizes",French Roses,2200.0,Roses mondial / eucalyptus,French roses,https://xoflowers.md/basket-with-flowers-princess-heart/,200,https://xoflowers.md/basket-princess-heart/,True,False,,True,False,True
product_0077,product,"Bouquet ""Reverance"" - Respectful bouquet with tulips, roses, eucalyptus, geniste and ruscus",French Roses,2200.0,Tulip / Rose / eucalyptus / geniste / ruscus,French roses,https://xoflowers.md/bouquet-reverance/n/,200,https://xoflowers.md/bouquet-reverance/,True,False,,False,True,True
product_0078,product,"Bouquet ""Sugar Candy"" - Sweet bouquet combining roses with germini",French Roses,1300.0,Roses / germini,French roses,https://xoflowers.md/bouquet-sugar-candy/n/,200,https://xoflowers.md/bouquet-sugar-candy/,True,False,,False,True,True
product_0079,product,"Bouquet ""For a Lady"" - Elegant bouquet featuring Roses Pink Mondial",French Roses,750.0,Roses Pink Mondial,French roses,https://xoflowers.md/bouquet-for-lady/n/,200,https://xoflowers.md/bouquet-for-lady/,True,False,,False,True,True
product_0080,product,"Bouquet Roses Playa Blanca - Pure white Playa Blanca roses available in 11, 21, 51 roses",French Roses,900.0,Roses playa blanca,French roses,https://xoflowers.md/bouquet-playa-blanca/n/,200,https://xoflowers.md/bouquet-playa-blanca/,True,False,,False,True,True
product_0081,product,Bouquet Red Roses - Classic red rose bouquet for timeless elegance,French Roses,640.0,Roses,French roses,https://xoflowers.md/bouquet-red-roses/n/,200,https://xoflowers.md/bouquet-red-roses/,True,False,,False,True,True
product_0082,product,Elegant Bouquet of Flowers - Sophisticated arrangement with roses and matiola,French Roses,1100.0,Roses / matiola,French roses,https://xoflowers.md/elegant-bouquet-of-flowers/,200,https://xoflowers.md/elegant-bouquet-flowers/,True,False,True,False,False,True
product_0083,product,"Bouquet ""Juli"" - Summer bouquet with roses, dianthus, tulips, asparagus and antirinium",French Roses,1900.0,Rose / dianthus / Tulip / asparagus / antirinium,French roses,https://xoflowers.md/bouquet-juli/n/,200,https://xoflowers.md/bouquet-juli/,True,False,,True,True,True
product_0084,product,"Box ""Gracious Dance"" - Graceful box arrangement with roses, orchids and eucalyptus",French Roses,1450.0,Rose / Orchid / eucalyptus,French roses,https://xoflowers.md/box-gracious-dance,200,https://xoflowers.md/box-gracious-dance/,True,False,,True,False,True
product_0085,product,"A Box with French Roses - French roses with eucalyptus in elegant box - available in S, M, L sizes",French Roses,1050.0,Roses / eucalypt,French roses,https://xoflowers.md/box-with-flowers-french-roses/,200,https://xoflowers.md/box-french-roses/,True,False,,True,False,True
product_0086,product,Basket with Roses Hermosa - Beautiful basket featuring Roses Hermosa variety,French Roses,3200.0,Roses hermosa,French roses,https://xoflowers.md/basket-with-flowers-hermosa/,200,https://xoflowers.md/basket-hermosa/,True,False,,True,False,True
product_0087,product,"101 Roses in a Basket - Grand gesture with 101 red roses in basket - available in S, M, XL sizes",French Roses,2050.0,Red Roses,French roses,https://xoflowers.md/basket-with-flowers-101-roses/,200,https://xoflowers.md/basket-101-roses/,True,False,,True,False,True
product_0088,product,"Bouquet ""Love Rising"" - Romantic bouquet with Roses Nina and Roses Pink Mondial - available in 11, 21, 51 roses",French Roses,830.0,Roses nina / Roses Pink Mondial,French roses,https://xoflowers.md/bouquet-love-rising/n/,200,https://xoflowers.md/bouquet-love-rising/,True,False,,True,True,True
product_0089,product,"Monobouquet of Roses Playa Blanca - Pure mono-bouquet of Playa Blanca roses - available in 21, 31, 51, 81 roses",French Roses,1700.0,Roses playa blanca,French roses,https://xoflowers.md/monobouquet-of-roses-playa-blanca/,200,https://xoflowers.md/mono-playa-blanca/,True,False,True,False,False,True
product_0090,product,"Monobouquet of Ecuadorian Roses - Premium Ecuadorian roses with eucalyptus - available in 11, 21, 31, 51 roses",French Roses,1000.0,Ecuadorian Roses / eucalypt,French roses,https://xoflowers.md/monobouquet-of-ecuadorian-roses/,200,https://xoflowers.md/mono-ecuadorian-roses/,True,False,True,False,False,True
product_0091,product,"Buchet ""Kylie"" - Magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet, Silva Pink - a color palette that delights the eye with the delicate freshness of its shades",French Roses,4000.0,"Trandafir: expression, pink floyd, julliet, silva pink",French roses,https://xoflowers.md/bouquet-kylie/n/,200,https://xoflowers.md/bouquet-kylie/,True,True,,False,True,True
product_0092,product,"Bouquet ""Candy"" - Beautiful and bright bouquet with roses on long stems that seems to rest on a cushion of hydrangeas. Despite the size of the bouquet, it seems light and airy, perfect for giving unforgettable emotions",French Roses,2600.0,Roses / Hydrangea,French roses,https://xoflowers.md/bouquet-candy/n/,200,https://xoflowers.md/bouquet-candy/,True,True,,False,True,True
product_0093,product,"Bouquet ""Sweet Love"" - Delightful bouquet with Pink Floyd and Mandala roses in shades of chic pink. With long stems and delicate aroma, perfect as a gift to a loved one. Photo shows bouquet of 31 pieces",French Roses,830.0,Rose sort pink floyd / Rose sort mandala,French roses,https://xoflowers.md/bouquet-sweet-love/n/,200,https://xoflowers.md/bouquet-sweet-love/,True,True,,False,True,True
product_0094,product,Box with French Roses - Premium French roses with eucalyptus in elegant presentation box,Basket / Boxes With Flowers,2250.0,Roses mandala / eucalypt,Basket / Boxes with flowers,https://xoflowers.md/box-with-flowers-with-french-roses/,200,https://xoflowers.md/box-with-french-roses/,True,False,,True,False,True
product_0095,product,"Basket with Flowers ""Gentle Breath"" - Gentle arrangement with hydrangea, chrysanthemum, eustoma, roses and ruskus",Basket / Boxes With Flowers,2020.0,Hydrangea / Chrysanthemum / Eustoma / Rose / ruskus,Basket / Boxes with flowers,https://xoflowers.md/basket-with-flowers-gentle-breath,200,https://xoflowers.md/basket-gentle-breath/,True,False,,True,False,True
