"chunk_id","chunk_type","primary_text","category","price","flower_type","collection_id","url","max_tokens"
"product_0033","product","Bouquet ""Charm"" - Charming small bouquet with peonies and sweet matiola","Peonies","565","Peony / matiola","Peonies","https://xoflowers.md/peonies/","200"
"product_0034","product","Basket with peonies Coral Charm - Coral Charm peonies arranged in elegant basket - available in multiple sizes","Peonies","1450","Peonies","Peonies","https://xoflowers.md/peonies/","200"
"product_0035","product","Basket with flowers ""Glints of Summer"" - Summer-inspired basket with peony, carnation, rose and mallucella","Peonies","1700","Peony / carnation / rose / mallucella","Peonies","https://xoflowers.md/peonies/","200"
"product_0036","product","Bouquet ""Poetry"" - Poetic arrangement of hydrangeas, peonies and eucalyptus","Peonies","1450","Hydrangea / peony / eucalyptus","Peonies","https://xoflowers.md/peonies/","200"
"product_0037","product","Bouquet ""A gentle angel"" - Angelic white and soft pink peony arrangement","Peonies","2100","Peonies","Peonies","https://xoflowers.md/peonies/","200"
"product_0038","product","Bouquet ""Meet the dream"" - Dreamy bouquet featuring Coral Charm peonies","Peonies","1250","Peonies Coral Charm","Peonies","https://xoflowers.md/peonies/","200"
"product_0039","product","Basket of flowers ""Excitement of the Heart"" - Exciting mix of peony, hydrangea, herminia, matthiola, eucalyptus, rose and pampas grass","Peonies","1700","Peony / Hydrangea / Herminia / Matthiola / Eucalyptus / Rose / Pampas grass","Peonies","https://xoflowers.md/peonies/","200"
"product_0040","product","Box with beautiful flowers - Elegant box arrangement with hydrangea, peony and orchid Vanda","Peonies","2500","Hydrangea / peony / orchid Vanda","Peonies","https://xoflowers.md/box-with-beautiful-flowers/","200"
"product_0041","product","Basket with peonis - Short-stemmed peonies nestled comfortably in a round basket. Calm and peaceful composition that creates a summer mood and fills the day with warmth and light. Perfect gift for visits and special occasions.","Peonies","3100","Peony","Peonies","https://xoflowers.md/peonies/","200"
"product_0042","product","Bouquet ""I love you"" - Composition made from one variety of peonies. Peonies symbolize wealth, honor, and love in the language of flowers. Lush, delicate, fragrant bouquet rightfully considered one of the best gifts for girls and women.","Peonies","6200","Peony","Peonies","https://xoflowers.md/peonies/","200"
"product_0043","product","Bright flower bouquet ""Coral Charm"" - Bright, life-affirming flower trio Coral Charm. Vibrant combination of Coral Charm peonies with viburnum and eucalyptus for a fresh and elegant arrangement.","Peonies","1700","Peonies / viburnum / eucalyptus","Peonies","https://xoflowers.md/peonies/","200"
"product_0044","product","Box with french roses - Elegant French roses with eucalyptus in premium presentation box","French roses","2250","Roses Mandala / eucalypt","French roses","https://xoflowers.md/box-with-french-roses/","200"
"product_0045","product","Basket with roses ""Poma Rosa"" - Luxurious basket arrangement with premium roses","French roses","8700","Rose","French roses","https://xoflowers.md/basket-poma-rosa/","200"
"product_0046","product","Basket with flowers ""Emma"" - Beautiful basket with roses and viburnum accents","French roses","3700","Rose / viburnum","French roses","https://xoflowers.md/basket-emma/","200"
"product_0047","product","Bouquet ""Silk evening"" - Elegant evening bouquet with roses, tulips, chrysanthemum, allium and ruskus","French roses","1250","Rose / tulip / chrizantema / allium / ruskus","French roses","https://xoflowers.md/bouquet-silk-evening/","200"
"product_0048","product","Bouquet ""French kiss"" - Classic French rose bouquet available in multiple sizes (15, 21, 31, 51 roses)","French roses","1450","Rose","French roses","https://xoflowers.md/bouquet-french-kiss/","200"
"product_0049","product","Basket with flowers ""The magnificence of roses"" - Magnificent basket showcasing the beauty of roses with eucalyptus","French roses","4600","Rose / eucalyptus","French roses","https://xoflowers.md/basket-magnificence-of-roses/","200"
"product_0050","product","Box with flowers ""A gentle drop"" - Delicate box arrangement with roses and eucalyptus","French roses","1550","Rose / eucalyptus","French roses","https://xoflowers.md/box-gentle-drop/","200"
"product_0051","product","Bouquet ""The romance of the morning"" - Romantic morning bouquet with roses and eucalyptus","French roses","650","Rose / eucalyptus","French roses","https://xoflowers.md/bouquet-romance-morning/","200"
"product_0052","product","Bouquet ""A creamy dream"" - Dreamy creamy-colored roses with eucalyptus accents","French roses","650","Rose / eucalyptus","French roses","https://xoflowers.md/bouquet-creamy-dream/","200"
"product_0053","product","Flowers in basket ""I miss you"" - Touching basket arrangement expressing longing with roses and eucalyptus","French roses","3300","Rose / eucalyptus","French roses","https://xoflowers.md/basket-i-miss-you/","200"
"product_0054","product","Bouquet ""The warmth of October"" - Autumn-inspired bouquet with roses, spray roses and chrysanthemum","French roses","1200","Rose / rose spray / chrizantema","French roses","https://xoflowers.md/bouquet-warmth-october/","200"
"product_0055","product","Basket with flowers ""Soft shades of love"" - Romantic basket with roses, dianthus, wax flower, delphinium and chrysanthemum","French roses","3950","Roses / dianthus / wax flower / delphinium / chrizantema","French roses","https://xoflowers.md/basket-soft-shades-love/","200"
"product_0056","product","Box with flowers ""Delicate blush"" - Delicate pink-toned rose box arrangement","French roses","1000","Rose","French roses","https://xoflowers.md/box-delicate-blush/","200"
"product_0057","product","Box with flowers ""Warmth and tenderness"" - Tender box arrangement with roses, wax, lisianthus, chrysanthemum and dianthus - available in S, M, L sizes","French roses","1800","Rose / wax / lisianthus / chrizantema / dianthus","French roses","https://xoflowers.md/box-warmth-tenderness/","200"
"product_0058","product","Basket with flowers ""Her kiss"" - Romantic basket expressing affection with roses and eucalyptus","French roses","2400","Rose / eucalypt","French roses","https://xoflowers.md/basket-her-kiss/","200"
"product_0059","product","Bouquet ""Montreal Mix"" - Premium mixed rose bouquet inspired by Montreal elegance","French roses","3600","Rose","French roses","https://xoflowers.md/bouquet-montreal-mix/","200"
"product_0060","product","Box with roses ""Little miss"" - Charming small box arrangement perfect for young ladies","French roses","1400","Rose","French roses","https://xoflowers.md/box-little-miss/","200"
"product_0061","product","Basket with roses ""Azalia"" - Elegant basket arrangement named after the beautiful Azalia","French roses","2200","Roses","French roses","https://xoflowers.md/basket-azalia/","200"
"product_0062","product","Basket with flowers ""Sun kiss"" - Sunny arrangement with viburnum, roses, gerbera, eustoma and matiola","French roses","2700","Viburnum / rose / gerbera / eustoma / matiola","French roses","https://xoflowers.md/basket-sun-kiss/","200"
"product_0063","product","Box with flowers ""In the embrace of spring"" - Spring-inspired box with roses, hydrangea, genista and dianthus - available in S and L sizes","French roses","1900","Rose / hydrangea / genista / dianthus","French roses","https://xoflowers.md/box-embrace-spring/","200"
"product_0064","product","Basket with roses ""Love Valley"" - Romantic basket arrangement available in 25, 31, 51 roses","French roses","2650","Roses","French roses","https://xoflowers.md/basket-love-valley/","200"
"product_0065","product","A basket of roses ""Scarlet Sunset"" - Dramatic red rose arrangement available in 21, 35, 51 roses","French roses","2400","Roses","French roses","https://xoflowers.md/basket-scarlet-sunset/","200"
"product_0066","product","Bouquet ""Passion"" - Passionate bouquet with Rose Nina, Rose Pink Expression, carnation and Rose Julliet - available in S, M, L sizes","French roses","1350","Rose Nina / Rose Pink Expression / carnation/ Rose Julliet","French roses","https://xoflowers.md/bouquet-passion/","200"
"product_0067","product","Bouquet ""Roses Mandala"" - Special bouquet featuring the exquisite Roses Mandala variety","French roses","950","Roses Mandala","French roses","https://xoflowers.md/bouquet-roses-mandala/","200"
"product_0068","product","Bouquet ""A fiery sunset"" - Vibrant sunset-inspired bouquet with roses, gerbera, lagurus and stabilized leaves","French roses","1100","Rose / gerbera / lagurus / stabilized leaves","French roses","https://xoflowers.md/bouquet-fiery-sunset/","200"
"product_0069","product","Basket with roses - Classic rose basket arrangement available in S, M, L sizes","French roses","1900","Rose","French roses","https://xoflowers.md/basket-with-roses/","200"
"product_0070","product","Bouquet ""Dawn"" - Fresh morning bouquet with roses and gerbera","French roses","1500","Roses / gerbera","French roses","https://xoflowers.md/bouquet-dawn/","200"
"product_0071","product","Basket with flowers ""A touch of fall"" - Autumn-themed basket with roses, gerbera, ruskus and chrysanthemum","French roses","2200","Roses / gerbera / ruskus / chryzantema","French roses","https://xoflowers.md/basket-touch-fall/","200"
"product_0072","product","Bouquet ""Gentle Autumn"" - Soft autumn bouquet with roses - available in S and M sizes","French roses","1350","Roses","French roses","https://xoflowers.md/bouquet-gentle-autumn/","200"
"product_0073","product","Basket with flowers ""Hugging the fall"" - Cozy autumn basket with roses, chrysanthemum, eustoma and berries","French roses","2250","Rose / chrysanthemum / eustoma / berries","French roses","https://xoflowers.md/basket-hugging-fall/","200"
"product_0074","product","Box with flowers ""A delicate gloss"" - Sophisticated box with roses, hydrangea, delphinium, chrysanthemum, eustoma and eucalyptus","French roses","2600","Rose / hydrangea / delphinium / chrysanthemum / eustoma / eucalyptus","French roses","https://xoflowers.md/box-delicate-gloss/","200"
"product_0075","product","Basket with flowers ""A delicate fleur"" - Delicate French-inspired basket featuring Roses Mandala","French roses","2700","Roses Mandala","French roses","https://xoflowers.md/basket-delicate-fleur/","200"
"product_0076","product","Composition in a basket ""Princess of Heart"" - Royal arrangement with Roses Mondial and eucalyptus - available in S, M, L sizes","French roses","2200","Roses Mondial / eucalyptus","French roses","https://xoflowers.md/basket-princess-heart/","200"
"product_0077","product","Bouquet ""Reverance"" - Respectful bouquet with tulips, roses, eucalyptus, geniste and ruscus","French roses","2200","Tulip / rose / eucalyptus / geniste / ruscus","French roses","https://xoflowers.md/bouquet-reverance/","200"
"product_0078","product","Bouquet ""Sugar candy"" - Sweet bouquet combining roses with germini","French roses","1300","Roses / germini","French roses","https://xoflowers.md/bouquet-sugar-candy/","200"
"product_0079","product","Bouquet ""For a lady"" - Elegant bouquet featuring Roses Pink Mondial","French roses","750","Roses Pink Mondial","French roses","https://xoflowers.md/bouquet-for-lady/","200"
"product_0080","product","Bouquet Roses Playa Blanca - Pure white Playa Blanca roses available in 11, 21, 51 roses","French roses","900","Roses Playa Blanca","French roses","https://xoflowers.md/bouquet-playa-blanca/","200"
"product_0081","product","Bouquet Red Roses - Classic red rose bouquet for timeless elegance","French roses","640","Roses","French roses","https://xoflowers.md/bouquet-red-roses/","200"
"product_0082","product","Elegant bouquet of flowers - Sophisticated arrangement with roses and matiola","French roses","1100","Roses / matiola","French roses","https://xoflowers.md/elegant-bouquet-flowers/","200"
"product_0083","product","Bouquet ""Juli"" - Summer bouquet with roses, dianthus, tulips, asparagus and antirinium","French roses","1900","Rose / dianthus / tulip / asparagus / antirinium","French roses","https://xoflowers.md/bouquet-juli/","200"
"product_0084","product","Box ""Gracious dance"" - Graceful box arrangement with roses, orchids and eucalyptus","French roses","1450","Rose / orchid / eucalyptus","French roses","https://xoflowers.md/box-gracious-dance/","200"
"product_0085","product","A box with french roses - French roses with eucalyptus in elegant box - available in S, M, L sizes","French roses","1050","Roses / eucalypt","French roses","https://xoflowers.md/box-french-roses/","200"
"product_0086","product","Basket with roses Hermosa - Beautiful basket featuring Roses Hermosa variety","French roses","3200","Roses Hermosa","French roses","https://xoflowers.md/basket-hermosa/","200"
"product_0087","product","101 roses in a basket - Grand gesture with 101 red roses in basket - available in S, M, XL sizes","French roses","2050","Red roses","French roses","https://xoflowers.md/basket-101-roses/","200"
"product_0088","product","Bouquet ""Love Rising"" - Romantic bouquet with Roses Nina and Roses Pink Mondial - available in 11, 21, 51 roses","French roses","830","Roses Nina/ Roses Pink Mondial","French roses","https://xoflowers.md/bouquet-love-rising/","200"
"product_0089","product","Monobouquet of roses Playa Blanca - Pure mono-bouquet of Playa Blanca roses - available in 21, 31, 51, 81 roses","French roses","1700","Roses Playa Blanca","French roses","https://xoflowers.md/mono-playa-blanca/","200"
"product_0090","product","Monobouquet of Ecuadorian roses - Premium Ecuadorian roses with eucalyptus - available in 11, 21, 31, 51 roses","French roses","1000","Ecuadorian roses / Eucalypt","French roses","https://xoflowers.md/mono-ecuadorian-roses/","200"
"product_0091","product","Buchet ""Kylie"" - Magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet, Silva Pink - a color palette that delights the eye with the delicate freshness of its shades","French roses","4000","Trandafir: Expression, Pink Floyd, Julliet, Silva Pink","French roses","https://xoflowers.md/bouquet-kylie/","200"
"product_0092","product","Bouquet ""Candy"" - Beautiful and bright bouquet with roses on long stems that seems to rest on a cushion of hydrangeas. Despite the size of the bouquet, it seems light and airy, perfect for giving unforgettable emotions","French roses","2600","Roses / hydrangea","French roses","https://xoflowers.md/bouquet-candy/","200"
"product_0093","product","Bouquet ""Sweet Love"" - Delightful bouquet with Pink Floyd and Mandala roses in shades of chic pink. With long stems and delicate aroma, perfect as a gift to a loved one. Photo shows bouquet of 31 pieces","French roses","830","Rose sort Pink Floyd / Rose sort Mandala","French roses","https://xoflowers.md/bouquet-sweet-love/","200"
"product_0094","product","Box with french roses - Premium French roses with eucalyptus in elegant presentation box","Basket / Boxes with flowers","2250","Roses Mandala / eucalypt","Basket / Boxes with flowers","https://xoflowers.md/box-with-french-roses/","200"
"product_0095","product","Basket with flowers ""Gentle Breath"" - Gentle arrangement with hydrangea, chrysanthemum, eustoma, roses and ruskus","Basket / Boxes with flowers","2020","Hydrangea / chrysanthemum / eustoma / rose / ruskus","Basket / Boxes with flowers","https://xoflowers.md/basket-gentle-breath/","200"
"product_0096","product","Flower basket ""Morning Fields"" - Fresh morning arrangement with eustoma, tanacetum, scabiosa and malucela","Basket / Boxes with flowers","1600","Eustoma / tanacetum / scabiosa / malucela","Basket / Boxes with flowers","https://xoflowers.md/basket-morning-fields/","200"
"product_0097","product","A box of flowers ""Summer Dream"" - Summer-inspired box with eustoma, gerbera and malucela","Basket / Boxes with flowers","2200","Eustoma / gerbera / malucela","Basket / Boxes with flowers","https://xoflowers.md/box-summer-dream/","200"
"product_0098","product","Box with flowers ""Pearl Love"" - Luxurious arrangement with anthurium, mattiola, peony, spray roses, hydrangea and lilies","Basket / Boxes with flowers","3500","Anthurium / mattiola / peony / rose spray / hydrangea / lilia","Basket / Boxes with flowers","https://xoflowers.md/box-pearl-love/","200"
"product_0099","product","Basket with flowers ""Emma"" - Beautiful basket arrangement with roses and viburnum","Basket / Boxes with flowers","3700","Rose / viburnum","Basket / Boxes with flowers","https://xoflowers.md/basket-emma/","200"
"product_0100","product","Basket with flowers ""Antoanetta"" - Elegant arrangement with hydrangea, gerbera, roses, bush roses and allium floccon","Basket / Boxes with flowers","4900","Hydrangea / gerbera / rose / rose bush rose / allium floccon","Basket / Boxes with flowers","https://xoflowers.md/basket-antoanetta/","200"
"product_0101","product","Box with flowers ""Kissing luxury"" - Luxurious box with gerbera, roses, orchids, ranunculus, genista and dianthus","Basket / Boxes with flowers","5200","Gerbera / rose / orchid / ranunculus / genista / dianthus","Basket / Boxes with flowers","https://xoflowers.md/box-kissing-luxury/","200"
"product_0102","product","Basket with rose ""First date"" - Perfect for first dates - spray roses arrangement available in S and L sizes","Basket / Boxes with flowers","2200","Trandafir spray","Basket / Boxes with flowers","https://xoflowers.md/basket-first-date/","200"
"product_0103","product","Box with flowers ""Exquisite recognition"" - Sophisticated box with gerbera, roses, orchids and tulips","Basket / Boxes with flowers","3800","Gerbera / rose / orchidea / tulip","Basket / Boxes with flowers","https://xoflowers.md/box-exquisite-recognition/","200"
"product_0104","product","Basket with flowers ""Versal"" - Royal arrangement with hydrangea, genista, roses and spray roses","Basket / Boxes with flowers","2400","Hydrangea / genista / rose / rose spray","Basket / Boxes with flowers","https://xoflowers.md/basket-versal/","200"
"product_0105","product","Basket with flowers ""The magnificence of roses"" - Magnificent basket showcasing roses with eucalyptus","Basket / Boxes with flowers","4600","Rose / eucalyptus","Basket / Boxes with flowers","https://xoflowers.md/basket-magnificence-roses/","200"
"product_0106","product","Box with flowers ""A gentle drop"" - Delicate box arrangement with roses and eucalyptus","Basket / Boxes with flowers","1550","Rose / eucalyptus","Basket / Boxes with flowers","https://xoflowers.md/box-gentle-drop/","200"
"product_0107","product","Flowers in basket ""I miss you"" - Touching arrangement expressing longing with roses and eucalyptus","Basket / Boxes with flowers","3300","Rose / eucalyptus","Basket / Boxes with flowers","https://xoflowers.md/basket-i-miss-you/","200"
"product_0108","product","Basket with flowers ""Honey sunset"" - Warm sunset-inspired basket with roses, chrysanthemum, panicum, lagurus and viburnum","Basket / Boxes with flowers","1000","Rose / chrizantema / panicum / lagurus / viburnum","Basket / Boxes with flowers","https://xoflowers.md/basket-honey-sunset/","200"
"product_0109","product","Basket with flowers ""Soft shades of love"" - Romantic basket with roses, dianthus, wax flower, delphinium and chrysanthemum","Basket / Boxes with flowers","3950","Roses / dianthus / wax flower / delphinium / chrizantema","Basket / Boxes with flowers","https://xoflowers.md/basket-soft-shades-love/","200"
"product_0110","product","Box with flowers ""Delicate blush"" - Delicate pink-toned rose box arrangement","Basket / Boxes with flowers","1000","Rose","Basket / Boxes with flowers","https://xoflowers.md/box-delicate-blush/","200"
"product_0111","product","Box with flowers ""The romance of flowers"" - Romantic box with roses, spray roses, delphinium, ruscus and lisianthus - available in S, M, L sizes","Basket / Boxes with flowers","1900","Rose / rose spray / delphinium / ruscus / lisianthus","Basket / Boxes with flowers","https://xoflowers.md/box-romance-flowers/","200"
"product_0112","product","Box with flowers ""Warmth and tenderness"" - Tender box with roses, wax, lisianthus, chrysanthemum and dianthus - available in S, M, L sizes","Basket / Boxes with flowers","1800","Rose / wax / lisianthus / chrizantema / dianthus","Basket / Boxes with flowers","https://xoflowers.md/box-warmth-tenderness/","200"
"product_0113","product","Box with flowers ""Queen"" - Royal box arrangement with hydrangea and spray roses","Basket / Boxes with flowers","11500","Hydrangea / roses spray","Basket / Boxes with flowers","https://xoflowers.md/box-queen/","200"
"product_0114","product","Box with hydrangea - Pure hydrangea box arrangement for elegant occasions","Basket / Boxes with flowers","6900","Hydrangea","Basket / Boxes with flowers","https://xoflowers.md/box-hydrangea/","200"
"product_0115","product","Basket with flowers ""Her kiss"" - Romantic basket expressing affection with roses and eucalyptus","Basket / Boxes with flowers","2400","Rose / eucalypt","Basket / Boxes with flowers","https://xoflowers.md/basket-her-kiss/","200"
"product_0116","product","Box with flowers ""For love"" - Love-themed box with hydrangea, roses, eustoma and gerbera","Basket / Boxes with flowers","3800","Hydrangea / rose / eustoma / gerbera","Basket / Boxes with flowers","https://xoflowers.md/box-for-love/","200"
"product_0117","product","Composition in a cachepot ""Victoria's Garden"" - Garden-inspired cachepot with roses, gladiolus, astra, gerbera and lisianthus","Basket / Boxes with flowers","1200","Rose / gladiolus / astra / gerbera / lisianthus","Basket / Boxes with flowers","https://xoflowers.md/cachepot-victorias-garden/","200"
"product_0118","product","Flower box ""Miracles"" - Miraculous arrangement with hydrangea, eustoma, mint and chrysanthemum","Basket / Boxes with flowers","3300","Hydrangea / eustoma / mint / chryzantema","Basket / Boxes with flowers","https://xoflowers.md/box-miracles/","200"
"product_0119","product","Basket with flowers ""Loving heart"" - Heart-shaped basket with peonies and hydrangeas","Basket / Boxes with flowers","5100","Peony / hydrangea","Basket / Boxes with flowers","https://xoflowers.md/basket-loving-heart/","200"
"product_0120","product","Basket with peonies - Premium peony basket arrangement","Basket / Boxes with flowers","6100","Peony","Basket / Boxes with flowers","https://xoflowers.md/basket-peonies-premium/","200"
"product_0121","product","Basket with peonies - Standard peony basket arrangement","Basket / Boxes with flowers","3100","Peony","Basket / Boxes with flowers","https://xoflowers.md/basket-peonies/","200"
"product_0122","product","Flower Basket ""Time to Dream"" - Dreamy basket with hydrangea, peonies and spray roses - available in M, L, XL sizes","Basket / Boxes with flowers","1800","Hydrangea / peon / rose spray","Basket / Boxes with flowers","https://xoflowers.md/basket-time-to-dream/","200"
"product_0123","product","Box with flowers ""Summer morning"" - Fresh summer morning box with hydrangea, gerbera, peony, eustoma and mattiola","Basket / Boxes with flowers","2000","Hydrangea / gerbera / peony / eustoma / mattiola","Basket / Boxes with flowers","https://xoflowers.md/box-summer-morning/","200"
"product_0124","product","Box with hydrangea ""She's the only one!"" - Special hydrangea box for that one special person","Basket / Boxes with flowers","8300","Hydrangea","Basket / Boxes with flowers","https://xoflowers.md/box-hydrangea-shes-the-only-one/","200"
"product_0125","product","Box with roses ""Little miss"" - Charming small rose box perfect for young ladies","Basket / Boxes with flowers","1400","Rose","Basket / Boxes with flowers","https://xoflowers.md/box-little-miss/","200"
"product_0126","product","Box with flowers - Mixed flower box with hydrangea, peony, eustoma and eucalyptus","Basket / Boxes with flowers","2950","Hydrangea / peony / eustoma / eucalypt","Basket / Boxes with flowers","https://xoflowers.md/box-with-flowers/","200"
